IL24-EPOR	0.93231356	0.6304947	0.6299391	0.57819843	0.63813967	0.5880706	0.3078667	0.28690913	0.23438388	0.18754196	0.19534221	0.22711658	0.1809648	0.124680184	0.51612896	0.3486248	0.32679918	0.3183112	0.3625519	0.32880464	0.17464355	0.9977124	0.6352851	0.6681932	0.6144741	0.63768	0.60480034	0.34037277	0.44519654	0.2935084	0.2510642	0.28379902	0.28870365	0.25942576	0.13412777	0.9414921	0.6260747	0.59932405	0.60005647	0.6243139	0.57780844	0.28681293	0.93050945	0.6424928	0.5774762	0.5928056	0.6350486	0.5666955	0.27347493	
ANGPT2-INSR	0.047769785	0.44088253	0.0148999095	0.027777135	0.37757733	0.018949673	0.013023481	0.004540637	0.04820648	0.0008021444	0.002309218	0.03849046	-0.0	-0.0	0.054130018	0.5113987	0.016031742	0.034420937	0.4253899	0.021769434	0.011967048	0.1128467	0.9951807	0.037434787	0.07265203	0.846542	0.054696113	0.032811522	0.016466498	0.15511517	0.004135713	0.010576889	0.12937973	0.004285738	0.002703309	0.038842887	0.35783884	0.011401579	0.023299888	0.3012949	0.011954829	0.010420427	0.022200882	0.21280816	0.0043165684	0.014212623	0.17815502	0.008121699	0.004862964	
WNT11-FZD4	0.18819194	0.10772313	0.08047666	0.08380507	0.046103284	0.061057866	0.06735067	0.051207572	0.044094846	0.0066562146	0.022407934	0.03162864	0.0073114634	0.0029453635	0.25271058	0.23605093	0.09036267	0.11135931	0.099733904	0.08659747	0.1012215	0.4236833	0.282116	0.17644909	0.19912808	0.1147178	0.14904286	0.16821933	0.040224627	0.04302883	0.016467497	0.027298048	0.031522334	0.015749753	0.009491712	0.9923483	0.5491675	0.39772773	0.54947066	0.26000726	0.36102998	0.32128108	0.1915745	0.10453071	0.07296613	0.08711961	0.056342795	0.06910947	0.05804406	
CSF2-IL2RG	0.17757986	0.059188925	0.42659926	0.27278182	0.08661198	0.32156947	0.4624222	0.024874695	0.014095321	0.03584838	0.043852307	0.018772721	0.025609292	0.05920413	0.15284461	0.053437263	0.33164215	0.23940888	0.07627929	0.25978225	0.35206684	0.17418496	0.057989746	0.41682032	0.26965976	0.08415463	0.30549687	0.47062123	0.020742781	0.010648131	0.04571954	0.033947475	0.009953171	0.036064923	0.044359848	0.22426566	0.075342685	0.50911844	0.3581722	0.110866755	0.39550886	0.53632355	0.4322027	0.14353253	0.95189404	0.6891376	0.23460187	0.7567158	0.99069095	
F2-EDNRB	0.036966123	0.02335152	0.017767698	0.10865624	0.004491508	0.021876968	0.05568482	0.07215722	0.04917364	0.0343502	0.10583292	0.023619913	0.04920976	0.04772547	0.7144866	0.4489141	0.58074945	0.9969088	0.22985128	0.5230066	0.5924526	0.5294577	0.30943602	0.3654182	0.7210748	0.16366045	0.41048798	0.5203328	0.12610519	0.075936876	0.095695026	0.1767566	0.03962955	0.09483868	0.09140985	0.5304317	0.32361913	0.3757716	0.7519932	0.16765445	0.41084236	0.46597317	0.54042536	0.34240022	0.48465914	0.76558363	0.17839381	0.4182756	0.45440024	
PDGFA-IL10RA	0.13291052	0.14818418	0.18769035	0.20566636	0.112717725	0.15344618	0.13794622	0.016175658	0.022413976	0.017917842	0.03542962	0.013358057	0.0144642	0.004646927	0.31541812	0.34269717	0.37694952	0.464621	0.2677634	0.3310389	0.27356437	0.68545043	0.6914501	0.9073281	0.9951185	0.556044	0.7505616	0.71639454	0.14877594	0.1556433	0.16955449	0.23301607	0.12030753	0.1585671	0.11053989	0.35425583	0.37515184	0.45087722	0.5404912	0.29835367	0.3964797	0.32808688	0.0021198988	0.013646066	0.013443172	0.027513608	0.00012113154	0.016297013	0.0074786246	
NGF-MET	0.032151446	0.10151169	0.00911814	0.019019991	0.09783778	0.0113545805	-0.0	0.09964736	0.28036314	0.021643944	0.05054821	0.39282417	0.04209298	-0.0	0.02672574	0.0315362	0.013891548	0.022656903	0.025223076	0.01062274	-0.0	0.03327249	0.06722899	0.013036609	0.024388656	0.08545457	0.016616747	0.0018796325	0.2836999	0.7451905	0.09048079	0.1518842	0.994661	0.13874415	0.037036136	0.023960888	0.03821256	0.008646548	0.018302247	0.034515984	0.0061011016	-0.0	0.025391445	0.078610934	0.0041182935	0.016906798	0.10592841	0.0063300133	-0.0	
JAG1-NOTCH2	0.13114582	0.40731293	0.11511958	0.16189477	0.37157714	0.09714377	0.2488469	0.19880067	0.6696819	0.1332902	0.24959901	0.570098	0.12900019	0.25933623	0.044260174	0.12091091	0.038024127	0.047438964	0.11136903	0.0421461	0.09601921	0.027754351	0.077474296	0.01718396	0.033356503	0.058061227	0.0096472055	0.056389034	0.3297477	0.99675524	0.24549855	0.41598392	0.8822441	0.22360566	0.47976047	0.071225226	0.21651596	0.05994682	0.089301944	0.19606657	0.053531483	0.119483635	0.09737545	0.3094756	0.07902746	0.12276721	0.2733026	0.0678523	0.16346806	
CXCL12-CX3CR1	0.038978666	0.030491948	0.025846392	0.017449826	0.0322493	0.025868297	0.033329636	0.9714056	0.99856615	0.59327227	0.6449742	0.9536015	0.6849749	0.5802716	0.069881275	0.07758321	0.049058616	0.04779069	0.06650375	0.06627582	0.05069685	0.027733311	0.027906746	0.021964416	0.019045949	0.02672267	0.025146171	0.023223191	0.552891	0.51088667	0.36667395	0.36933059	0.50702524	0.41581023	0.37285912	0.06769222	0.06358412	0.04915841	0.045602605	0.06350762	0.05543159	0.05458106	0.23341642	0.22664703	0.17005548	0.1563898	0.2249902	0.18139312	0.17872468	
FGF21-EPHA2	0.059280686	0.4585873	0.029350393	0.038709722	0.2881523	0.029608577	0.009328574	0.048676245	0.2799797	0.024813637	0.035891145	0.18231103	0.029899918	0.007195905	0.093060516	0.3994975	0.04165788	0.055364244	0.2667205	0.04058879	0.016097218	0.15980272	0.80791545	0.06845049	0.08650171	0.55455923	0.07222991	0.041837618	0.032495603	0.23066281	0.01707393	0.029782966	0.14557181	0.015584752	-0.0	0.18957582	0.99378526	0.07839231	0.11037991	0.67984724	0.09065755	0.048621744	0.10120821	0.5512792	0.053744808	0.07055717	0.37327462	0.053994887	0.018545806	
IL20-IFNAR2	0.1965868	0.23199683	0.14997227	0.15558411	0.24605116	0.15298635	0.12444052	0.3376492	0.4224795	0.2046573	0.23243827	0.45051268	0.2165688	0.1403041	0.1485127	0.15005054	0.13307235	0.1406312	0.14004934	0.1312785	0.11167587	0.16044617	0.19544394	0.14152774	0.14805073	0.20426443	0.14612164	0.12652984	0.759753	0.9152763	0.4522405	0.503005	0.9969084	0.48263827	0.2858849	0.14298095	0.15626886	0.12468915	0.13804707	0.1508776	0.12749182	0.11442605	0.16072726	0.20468253	0.13227145	0.14159417	0.21863228	0.13661654	0.107146546	
CXCL11-CCR8	0.03898844	0.03705991	0.02456174	0.027882777	0.036196567	0.031892247	0.018110871	0.98706114	0.99792385	0.58333284	0.66110456	0.9166378	0.6970694	0.31161347	0.03304904	0.03465242	0.026550807	0.029766217	0.028577276	0.032675467	0.021452852	0.04215976	0.044840164	0.023296334	0.03411816	0.038737565	0.03697338	0.025677264	0.45102316	0.409319	0.25965914	0.30289036	0.39065826	0.33850104	0.15990956	0.03249774	0.03752558	0.022952273	0.026772268	0.030498601	0.025425956	0.019099116	0.061486475	0.058012165	0.037245087	0.038211748	0.05209496	0.04618893	0.021092765	
KNG1-EDNRB	0.23368928	0.1410893	0.1864782	0.32744864	0.07967205	0.18595606	0.22464116	0.097493865	0.06415293	0.09108065	0.1414745	0.03978435	0.066347405	0.063883305	0.11052632	0.110096335	0.08229577	0.23006794	0.037592992	0.07878559	0.12267417	0.7189255	0.4171164	0.6127333	0.99244	0.23684202	0.5449041	0.7088846	0.08555339	0.05357924	0.046643883	0.12385236	0.025372416	0.06582786	0.06505521	0.20605084	0.12964335	0.16899168	0.30090564	0.06523917	0.16790551	0.18508808	0.22180551	0.13896614	0.1959815	0.3164068	0.080548756	0.16684853	0.18713666	
PDGFD-TEK	0.07513842	0.17173988	0.0453977	0.04133989	0.27435616	0.042638883	0.01673153	0.008346096	0.020056203	-0.0	0.0017097741	0.031302944	-0.0	0.000637427	0.20317325	0.6083627	0.11883776	0.11090179	0.7301203	0.1155961	0.04061714	0.021576628	0.06376931	0.0012949705	0.017947927	0.08429742	-0.0	0.0049940646	0.009480178	0.024007216	-0.0	0.0038786381	0.035598636	-0.0	0.0014432967	0.05599451	0.18373653	0.030886933	0.061672002	0.22297439	0.021539673	0.0106758475	0.27143633	0.7114537	0.16252908	0.16457242	0.99342835	0.16732381	0.05507943	
COL4A3-ITGA2B	0.6210363	0.42599502	0.48740146	0.9922322	0.33061638	0.47725248	0.37354726	0.15366429	0.15562798	0.13794462	0.18014094	0.15571758	0.14219418	0.11620235	0.21195845	0.18679434	0.18512163	0.2829851	0.16825128	0.19465432	0.15653118	0.2705666	0.19584489	0.22123638	0.3913288	0.18233672	0.21616961	0.18472296	0.19871648	0.17352699	0.17036563	0.3111972	0.16648677	0.16076005	0.1391641	0.2244241	0.18243906	0.20221159	0.32625008	0.1756967	0.20386638	0.16832045	0.23407516	0.18526283	0.19428146	0.31889585	0.1776208	0.20759076	0.14309463	
LAMA4-ITGAV	0.15504949	0.18744862	0.0787366	0.234842	0.088158876	0.08116346	0.08807128	0.044935286	0.07162923	0.012487918	0.07348502	0.020924613	0.015899256	0.015908897	0.050713733	0.061179817	0.022379465	0.07949146	0.02711416	0.02851756	0.0140170455	0.04335624	0.08881721	0.019916683	0.072658464	0.029598452	0.026935525	0.023273721	0.6425725	0.75359464	0.28025648	0.99119043	0.34614983	0.31331176	0.27773637	0.031306677	0.045414403	0.011126906	0.058877744	0.019440025	0.013112903	0.009443015	0.16729909	0.20620322	0.07931719	0.25733584	0.09437963	0.08448788	0.08262936	
CCL13-CCR1	0.057791933	0.09333652	0.047115147	0.052434504	0.06777455	0.04649894	0.028298587	0.6361656	0.9952965	0.39071104	0.42303926	0.73395264	0.45024174	0.2111383	0.06262569	0.07094379	0.057560056	0.06357938	0.0615298	0.067888886	0.041449368	0.06321506	0.08364703	0.053360626	0.058875263	0.07146104	0.05527149	0.041350096	0.23588076	0.33350474	0.15767105	0.15725167	0.25328338	0.17843571	0.08849515	0.06148748	0.09144656	0.057099715	0.057797447	0.06833695	0.05433595	0.041027308	0.076691076	0.10907579	0.051457956	0.05567281	0.08235785	0.057591558	0.030487195	
CSF1-FGFR2	0.23112872	0.09425778	0.12506902	0.15841359	0.08096108	0.12711598	0.040440276	0.055937402	0.051849	0.03341478	0.048223674	0.04945246	0.037975535	0.008344725	0.9946816	0.4422796	0.47937474	0.68369937	0.3810132	0.4693951	0.2311131	0.96536183	0.3952071	0.47289595	0.6579145	0.33810627	0.44979948	0.22988507	0.0633483	0.05526629	0.04017374	0.052549176	0.05193261	0.04691285	0.018140718	0.537894	0.23361817	0.23514679	0.37912473	0.20340271	0.26034486	0.11679165	0.19736934	0.091989964	0.10158458	0.13876113	0.07780351	0.10132481	0.03949082	
WNT2B-FZD7	0.32176703	0.18058343	0.14420691	0.499377	0.08041772	0.11516267	0.114519134	0.3338497	0.20434895	0.12773877	0.53392506	0.090629146	0.10724063	0.08141388	0.29136238	0.16535789	0.1179183	0.4518013	0.075062215	0.09476848	0.08980207	0.52839184	0.2818836	0.24625564	0.8140156	0.123404205	0.18694659	0.19262978	0.35826904	0.19851474	0.13919161	0.5727097	0.08320833	0.12971596	0.098381266	0.62259233	0.3476293	0.2713464	0.990818	0.14987557	0.23094702	0.20224093	0.09179506	0.053870097	0.038647115	0.14993569	0.030638963	0.028813273	0.029047921	
IL24-IL2RG	0.34674644	0.11846948	0.83394253	0.5347119	0.17309897	0.62936157	0.9030869	0.15040247	0.07838848	0.18759562	0.19370966	0.09094605	0.17281477	0.15166116	0.16794617	0.063382804	0.41166162	0.28873536	0.08951257	0.31720787	0.4445886	0.3673527	0.12422073	0.88154507	0.5706924	0.18064056	0.6459671	0.9957303	0.1633019	0.060549527	0.3351226	0.26338887	0.08114847	0.27794325	0.33497488	0.35057178	0.114106044	0.792505	0.55740356	0.17366594	0.61593527	0.83424926	0.3436555	0.119272724	0.76103246	0.55059606	0.1818686	0.6057335	0.7949102	
CXCL5-CCR6	0.24630165	0.22433826	0.20357361	0.19233036	0.23989108	0.21635094	0.16120802	0.6792259	0.58978957	0.41314968	0.45369837	0.6298145	0.48426828	0.21504249	0.18626174	0.18102342	0.1745067	0.17793882	0.17394269	0.18021092	0.1451039	0.19872071	0.20002535	0.1858353	0.18529674	0.21219221	0.20266563	0.16010028	0.9982166	0.75477076	0.66333866	0.6706078	0.86342	0.752805	0.35423267	0.18219188	0.18483183	0.16344158	0.17645234	0.18192577	0.17225897	0.14823271	0.21501215	0.20787081	0.18505727	0.18704545	0.22628075	0.20107177	0.14326797	
CCL23-XCR1	0.047386907	0.04220248	0.034771346	0.028564297	0.040607072	0.024575673	-0.0	0.343831	0.34795088	0.20876095	0.22787303	0.3298293	0.21164107	0.061063714	0.9974289	0.9410486	0.6962372	0.6451641	0.9219264	0.59241575	0.3073812	0.27844396	0.24454829	0.21702586	0.17799926	0.24622467	0.17887053	0.093755245	0.14261582	0.12945904	0.094603464	0.095058	0.1278267	0.099390805	0.029520504	0.5510317	0.50555354	0.40723014	0.36638618	0.5028467	0.3715225	0.1711708	0.07235312	0.06912038	0.053230174	0.0487002	0.07283654	0.035233654	0.00076442957	
EFNA1-INSR	0.073109	0.67314124	0.025597155	0.045882754	0.5780399	0.03688261	0.018770754	0.015329957	0.17239997	0.0049850494	0.010845557	0.13409764	0.0031955838	0.0035286546	0.020120203	0.1219244	0.00789386	0.026634365	0.10135855	0.023127973	-0.0	0.02545847	0.21735653	0.008202568	0.014765859	0.18417743	0.008140191	0.007859215	0.11116511	0.99610615	0.0315983	0.070737764	0.8336991	0.051605687	0.024973005	0.025550112	0.15034574	0.0009698123	0.011157334	0.1156978	0.0056031793	-0.0	0.040330008	0.37075806	0.01158984	0.024748594	0.31043303	0.014514402	0.010437846	
IFNL1-IL2RA	0.12793311	0.080138326	0.082951725	0.32406706	0.078090966	0.0798201	0.029972002	0.010864049	0.007925868	0.0015314221	0.05060807	0.006812334	0.002729997	-0.0	0.18658406	0.11765893	0.105241925	0.46716067	0.11144522	0.109193325	0.03776917	0.049416125	0.026390404	0.0220702	0.15273473	0.02814842	0.02437462	0.008128166	0.054438338	0.032277092	0.030296624	0.14148363	0.03065838	0.029438987	0.0075090975	0.2527938	0.15627776	0.15774253	0.6458497	0.14970225	0.1521841	0.05580686	0.38530606	0.2471992	0.22589687	0.9903364	0.2352979	0.2374138	0.081678316	
IL17D-IL7R	0.03599871	0.0053263903	0.03356275	0.14422524	0.0065522194	0.15905355	0.0037145913	0.022107176	0.0034013987	0.016173959	0.08899892	0.004962921	0.083031006	0.0010465384	0.034808934	0.006427154	0.03598062	0.24602893	0.0056276023	0.24862063	-0.0	0.02094151	0.0056248456	0.042419314	0.030838944	-0.0	0.05150503	-0.0	0.013995156	-0.0	0.0053291023	0.05651544	-0.0	0.10761083	-0.0	0.029441498	-0.0	0.0072152615	0.26917088	-0.0	0.3637107	-0.0	0.26589948	0.0449495	0.24102527	0.9734479	0.055559114	0.9778037	0.031377293	
JAG2-NOTCH1	0.06349543	0.14707533	0.06996967	0.09398079	0.14110656	0.04076773	0.17315365	0.020518586	0.07146272	0.009688824	0.034138054	0.061390713	-0.0	0.036301255	0.33446145	0.61141527	0.31360427	0.41007656	0.56976056	0.2176369	0.5547506	0.5016326	0.8366754	0.51972693	0.6046498	0.7953479	0.36133635	0.98220754	0.020504162	0.060642272	0.015354723	0.03458059	0.05465223	-0.0	0.048991993	0.13023129	0.2755506	0.1356725	0.1776205	0.25170147	0.0779203	0.2805845	0.2000262	0.3790751	0.18905258	0.25405052	0.35375112	0.1374821	0.3454824	
CGA-TSHR	0.07127742	-0.0	0.029446103	0.017037943	-0.0	0.029056005	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.06531145	-0.0	0.03559585	0.015682757	-0.0	0.01611963	-0.0	0.99119043	0.35983866	0.49163717	0.40879473	0.31818372	0.4990258	0.17144778	0.016375229	-0.0	0.0058912933	0.0070758164	-0.0	0.009732544	-0.0	0.19237962	0.030529112	0.08391056	0.07846828	0.028372325	0.10684626	-0.0	-0.0	-0.0	0.0046011508	0.041304715	-0.0	-0.0	-0.0	
FGF7-KDR	0.18592699	0.9943253	0.08046725	0.102444485	0.6876756	0.09529349	0.052027285	0.06669441	0.38391423	0.035062462	0.048164815	0.24938646	0.04026836	0.010054201	0.06382261	0.30149886	0.030668564	0.041536175	0.21114498	0.029734075	0.018310115	0.075516105	0.3916111	0.036426112	0.046791658	0.26966667	0.035808228	0.019610032	0.09284222	0.48639217	0.060738474	0.065923326	0.3271017	0.061868183	0.014921263	0.05707282	0.36604488	0.026797429	0.03865619	0.2136865	0.024616204	0.014705688	0.16344343	0.88918257	0.06706649	0.09496571	0.60084605	0.07749313	0.036064908	
WNT3A-FZD5	0.23371217	0.10874462	0.14176585	0.11124255	0.056695737	0.09217048	0.0826851	0.097515546	0.09692761	0.042206824	0.039148077	0.040959015	0.01577282	0.019940987	0.23297818	0.18091244	0.08654218	0.1050625	0.087556526	0.07450879	0.07780694	0.049731813	0.052511856	0.0335171	0.03401254	0.027667426	0.023457706	0.034386642	0.1080426	0.13367291	0.05916421	0.04917936	0.053064927	0.041915536	0.04040771	0.17166173	0.11863943	0.10749262	0.078390114	0.056825235	0.044488445	0.06963598	0.99256754	0.5759841	0.43629685	0.51354754	0.26340652	0.3552936	0.309107	
IL2-IL27RA	0.26563627	0.2781789	0.25947243	0.27241957	0.30686027	0.25132072	0.19838116	0.0034401864	0.0068244934	0.0010134429	0.008315206	0.008505762	0.0033236742	-0.0	0.37718678	0.39563617	0.3258173	0.38399482	0.42634037	0.3295294	0.24164316	0.930318	0.90905166	0.8960917	0.9421127	0.99758244	0.84531593	0.71124613	0.024071842	0.024372898	0.017488778	0.02495072	0.02618815	0.023517147	0.011285722	0.8007536	0.81674623	0.7359669	0.8371649	0.8900522	0.73010206	0.5414851	0.019751027	0.015907735	0.019500196	0.02102673	0.02201131	0.013995379	0.009102687	
PDGFA-KIT	0.0427192	0.23842898	0.016219452	0.0256311	0.16076867	0.0197379	0.010172561	0.011254415	0.06434134	0.009302482	0.007445693	0.0410109	0.0039399415	0.0015912056	0.09511961	0.50945216	0.04285884	0.05888723	0.3434071	0.03860885	0.018419534	0.19900866	0.99495065	0.08896366	0.12077944	0.6832719	0.08416642	0.046346992	0.048545852	0.24868537	0.021290004	0.04127252	0.16980338	0.019665733	0.00813964	0.106268615	0.5547847	0.04923585	0.06493975	0.38012546	0.045046374	0.021740302	0.010689944	0.054011166	-0.0	0.0077988654	0.026693717	0.0020511895	0.00088889897	
IL13-IL6ST	0.8776566	0.85185313	0.84968626	0.9368831	0.9964657	0.78355646	0.2483834	0.099258125	0.092968985	0.093744695	0.10825135	0.092684284	0.10533252	0.02244991	0.8341799	0.816334	0.72180486	0.88893425	0.9272561	0.6850532	0.19084944	0.486787	0.49678484	0.4823457	0.6078867	0.64719987	0.43066067	0.13739617	0.17033759	0.18843506	0.21280289	0.21567012	0.22475952	0.14686176	0.04200998	0.7665907	0.73030984	0.701499	0.840152	0.8415046	0.6630429	0.17531414	0.44502077	0.44022012	0.4014543	0.4910822	0.5056944	0.38316333	0.095999986	
WNT7A-FZD4	0.39164412	0.21833512	0.14283925	0.20679376	0.099520415	0.11872159	0.13877423	0.04769928	0.029749364	-0.0	0.013229087	0.009394199	-0.0	-0.0	0.2097129	0.14322081	0.05189842	0.09149786	0.048228078	0.042729504	0.06455174	0.9929049	0.52645206	0.3981329	0.4756643	0.25219434	0.3234927	0.36317033	0.12874362	0.071248285	0.024297178	0.05940503	0.032888062	0.02335333	0.03534908	0.59330344	0.33107316	0.21799228	0.28396103	0.14551339	0.18694036	0.19276248	0.08441751	0.06667299	0.016876906	0.028847873	0.022693396	0.0124643445	0.023204282	
CX3CL1-CCR5	0.19897868	0.18657571	0.25470728	0.16047354	0.18126449	0.1968666	0.08940754	0.08596618	0.09222845	0.12056831	0.08123391	0.0877273	0.087159865	0.020236239	0.08108651	0.07673749	0.08943457	0.063708395	0.070534706	0.06789427	0.026822723	0.4098179	0.3603503	0.5144826	0.32842427	0.3478598	0.3901437	0.19049077	0.93020463	0.84413874	0.99089825	0.77236795	0.80304956	0.8475455	0.3256576	0.17925942	0.14297564	0.2031348	0.13776879	0.13436317	0.1627989	0.07273898	0.18223499	0.17400655	0.21193343	0.15119138	0.16543156	0.17489679	0.072863735	
OSM-IFNLR1	0.16483137	0.08184755	0.095380865	0.0791641	0.083388746	0.081973575	0.007220894	0.8300823	0.54138994	0.40709925	0.4976657	0.51181746	0.42501354	0.097146414	0.25414225	0.13895118	0.12871833	0.13315098	0.13575253	0.12279529	0.021931805	0.39766565	0.20993236	0.24514514	0.21829358	0.21023172	0.21560669	0.06723905	0.99739563	0.58233523	0.5421729	0.6049329	0.5727297	0.552916	0.14880435	0.3985922	0.22241981	0.23233007	0.22860095	0.22069566	0.21861336	0.05337414	0.46374702	0.27413654	0.26562813	0.2693884	0.26956618	0.25585043	0.060818657	
