B cells-B cells	B cells-Monocytes/Macrophage	B cells-CD8 T cells	B cells-CD4 T cells	B cells-Dendritic cells	B cells-T cells	B cells-NK cells	Monocytes/Macrophage-B cells	Monocytes/Macrophage-Monocytes/Macrophage	Monocytes/Macrophage-CD8 T cells	Monocytes/Macrophage-CD4 T cells	Monocytes/Macrophage-Dendritic cells	Monocytes/Macrophage-T cells	Monocytes/Macrophage-NK cells	CD8 T cells-B cells	CD8 T cells-Monocytes/Macrophage	CD8 T cells-CD8 T cells	CD8 T cells-CD4 T cells	CD8 T cells-Dendritic cells	CD8 T cells-T cells	CD8 T cells-NK cells	CD4 T cells-B cells	CD4 T cells-Monocytes/Macrophage	CD4 T cells-CD8 T cells	CD4 T cells-CD4 T cells	CD4 T cells-Dendritic cells	CD4 T cells-T cells	CD4 T cells-NK cells	Dendritic cells-B cells	Dendritic cells-Monocytes/Macrophage	Dendritic cells-CD8 T cells	Dendritic cells-CD4 T cells	Dendritic cells-Dendritic cells	Dendritic cells-T cells	Dendritic cells-NK cells	T cells-B cells	T cells-Monocytes/Macrophage	T cells-CD8 T cells	T cells-CD4 T cells	T cells-Dendritic cells	T cells-T cells	T cells-NK cells	NK cells-B cells	NK cells-Monocytes/Macrophage	NK cells-CD8 T cells	NK cells-CD4 T cells	NK cells-Dendritic cells	NK cells-T cells	NK cells-NK cells
CSF2-IL2RG	0.177423921118526	0.0514037909603444	0.426011183850302	0.274506469358906	0.0942853273348224	0.321460080789424	0.464549971416551	0	0	0	0	0	0	0	0.155059431767202	0.0453672694587806	0.33181091304914	0.239741655781922	0.080859105461629	0.258976925843024	0.350898625775468	0.175838848749685	0.0479388392232109	0.419010112806174	0.270217096631411	0.0872092055537795	0.305327286301447	0.472532477717026	0.021370948393876	0.00602546648507538	0.0433675800181632	0.0340726886132604	0.0107920527042461	0.0358466458722526	0.0430611161298088	0.225575150533864	0.0642592780677191	0.510308625266355	0.358707186288308	0.116127228309393	0.396763622442686	0.538441441212349	0.434670124559703	0.128459111170488	0.959509633242428	0.690989758334111	0.230206465182565	0.75803460636852	1
F2-EDNRB	0.0354424674059306	0.0221180169281285	0	0.0496165594733046	0.011557611443626	0.0282720377431182	0.0343703091183357	0.0725028506700693	0.0490081610566393	0	0.104075512434958	0.0240831693637738	0.0505502799187486	0.0481593501843394	0.714812932575324	0.450480623915548	0	1	0.22873643424329	0.525622044663993	0.599121776523192	0.529606447702051	0.311003450737903	0	0.736399596464995	0.161180672465238	0.404876282528827	0.527119788596748	0.125797562941901	0.0763973631069387	0	0.181475132745759	0.0389820514817437	0.0928998995493436	0.0938799693827895	0.52878062674055	0.324458669680513	0	0.760828273286918	0.167043869226377	0.409481620144802	0.467478866399609	0.540649130800957	0.344159602915969	0	0.777659737348503	0.175705531840498	0.415109848518861	0.460675315904444
PDGFA-IL10RA	0.133593735967474	0.146055616911761	0.186226161416708	0.205609938658015	0.114610437305293	0.15657022816559	0.137794966594593	0.0160930676251836	0.0227413403170179	0.017392343904073	0.0355918826920805	0.0119799594394807	0.0161771713690002	0.00443921762717933	0.313737164747969	0.344104300884139	0.377889247109207	0.46816693309828	0.267402192246963	0.332914455220466	0.275818953999599	0.682708023433756	0.693858646584902	0.912546293395057	1	0.555847168809481	0.752469804971836	0.720724384691154	0.148170578860306	0.156826149546603	0.17025333651325	0.234506235779622	0.119932907498611	0.15870214206577	0.112216176544136	0.353643242882214	0.376780178207343	0.451043756328186	0.542025202882798	0.29766526483077	0.396248378736631	0.329555016836136	0.00328403357474184	0.00596111373501406	0.00931900330978519	0.0165048324814621	0	0.00602620939328478	0.000695227736902826
NGF-MET	0.0263710251197081	0	0.00968849927803695	0	0.0975966519958899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284343805107142	0	0.0882888449336309	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAG1-NOTCH2	0.131270020780611	0.410491692319351	0.115156080591225	0.162026711183601	0.371493035247211	0.096369700340227	0.251866652251915	0.198065565163946	0.670870789132569	0.134385347161375	0.250680653574957	0.570963723143725	0.127092303461708	0.260303579091922	0	0	0	0	0	0	0	0.0219130725218337	0.0644810054348604	0.0190776748496294	0.0268646953233639	0.0578767260993033	0.0154175065018072	0.0431524004009135	0.328607353731494	1	0.24363022394718	0.417965599282263	0.883711938163105	0.223337724025773	0.485203154700288	0.0715997498142475	0.220146575109021	0.0591787314273544	0.090832439466531	0.196294210802063	0.0510284261455706	0.125240149681652	0.0970897166352586	0.309695002363677	0.0783024362719299	0.123130517344232	0.273831963289766	0.0686060717027155	0.163681008793065
CXCL12-CX3CR1	0.0294406955173658	0.027945852298551	0.023152910623157	0.0190476782192159	0.0283834082166192	0.0238472322226241	0.025869686878763	0.972611991251969	1	0.591587199404533	0.645244598556459	0.955147654334732	0.688596567915657	0.585394681543872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.553861346567312	0.511627941649614	0.368121473866451	0.369264225454759	0.507417985476947	0.415337195235237	0.37452894377744	0.0683525136271202	0.0637948167483372	0.0506459643787007	0.0454524063511871	0.063838376295289	0.0537489667136939	0.0547550971811919	0.234631767910318	0.227184266856667	0.169638749630048	0.155973996736894	0.225439013432083	0.182932594041231	0.181154807199252
FGF21-EPHA2	0	0	0	0	0	0	0	0.0481574692962041	0.280906097471182	0	0	0.182375062267702	0	0.0075218674838735	0	0	0	0	0	0	0	0.159875128174352	0.810171637524573	0	0	0.554732799077637	0	0.0374173863302156	0	0	0	0	0	0	0	0.188856512848525	1	0	0	0.680189951114343	0	0.0392604161870568	0.100691448918018	0.553122288174842	0	0	0.373083253539707	0	0.0201747661409943
IL20-IFNAR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.761006485363188	0.916102142848747	0.452270776451967	0.50326423043237	1	0.483589186400657	0.286379855078313	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL11-CCR8	0.0396774859515198	0.0370340031859745	0	0.0258751284421282	0.0361460279198443	0.0321550808245997	0.0182859633717113	0.989127782045634	1	0	0.661426431604421	0.917874383640866	0.700637177399957	0.312242593511754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.451268386009759	0.409897553838277	0	0.303260240583186	0.390660646795555	0.338571363210956	0.160047844992141	0	0	0	0	0	0	0	0.0560210477885973	0.0533371597983633	0	0.0375371246869938	0.050862001358869	0.0436989549604155	0.0226853179252577
KNG1-EDNRB	0.233126535870829	0.145483569406461	0	0.326358108744567	0.0760213979442844	0.185962284893281	0.226074302609824	0.0982258011965201	0.0663955394921287	0	0.140999981371523	0.0326275254592815	0.068484779561602	0.0652455829424837	0	0	0	0	0	0	0	0.719183511566775	0.422329740851083	0	1	0.218876644201013	0.549805139047321	0.715806732006818	0.0860780003617252	0.0522755138920383	0	0.124175828027352	0.0266737841582514	0.0635675079866676	0.0642381287006542	0.208350338312342	0.127843325147909	0	0.299781837912724	0.0658186871952004	0.161344099566863	0.184196196007798	0.221376213823507	0.140920877338076	0	0.31842346262936	0.0719450437829619	0.169972430085691	0.188629836666508
PDGFD-TEK	0.0746590767671205	0	0	0	0.27674058552853	0	0.0170198942864334	0.00830002386811234	0	0	0	0.03133891798076	0	0.00129604365656189	0.202764678141142	0	0	0	0.737532813392897	0	0.0399511937243569	0.0222369904572202	0	0	0	0.0769275335769703	0	0.00520291606697876	0.00977465849328787	0	0	0	0.0344302483381836	0	0.00171481414912572	0.0580397934715446	0	0	0	0.208414035696388	0	0.0120622148293865	0.270697331807425	0	0	0	1	0	0.0542223282702652
COL4A3-ITGA2B	0	0	0	1	0	0	0.374455321599934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAMA4-ITGAV	0.15531041346109	0.188669969799328	0.079260524422264	0.234599406660719	0.0874738483536672	0.0813026418071728	0.0881551601566874	0.041788712461263	0.0549860194318536	0.0164944171997549	0.0647256025311732	0.0239745831186188	0.0191204624132859	0.0162469633102835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.642438365890324	0.759482159558018	0.277089711041659	1	0.34384083136292	0.311347515079745	0.280620797058143	0	0	0	0	0	0	0	0.167169119872333	0.207147838220976	0.0784319733080307	0.259450073054636	0.0938338418640427	0.0842314937375814	0.0833725649291928
CCL13-CCR1	0	0	0	0	0	0	0	0.636560210976115	1	0.390226869766646	0.423233242263634	0.733107408663543	0.452665970404392	0.211650860165116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.235926308729659	0.332988857190088	0.158039264686619	0.157640598477619	0.253476906361537	0.177700751935191	0.0881316898584547	0	0	0	0	0	0	0	0.0736045699789587	0.108892094011403	0.0536341697379807	0.0490372031388972	0.0829362257425438	0.0576397626441343	0.0313934630570188
CSF1-FGFR2	0.230262941527586	0	0	0.158068362849835	0	0	0	0.0577718558411349	0	0	0.0406656767188117	0	0	0	1	0	0	0.686002673549735	0	0	0	0.969240792410119	0	0	0.660861073636478	0	0	0	0.0636753076841062	0	0	0.0450437103199805	0	0	0	0.537723625659279	0	0	0.379392232999428	0	0	0	0.19708603889522	0	0	0.139010682546529	0	0	0
WNT2B-FZD7	0.321578525894736	0.182070764724209	0	0.50021461989483	0.0797427367985303	0.115783964773765	0.114746121909091	0.336447827086824	0.206329815930598	0	0.536633581554663	0.0849838184335944	0.105880119715898	0.0822308445381522	0.291484332653967	0.166659421356255	0	0.453095196892634	0.0709280658491896	0.0967441247575819	0.0898937312868116	0.529451847379541	0.282078087693192	0	0.818000161509059	0.122531040958211	0.18269377702484	0.193898304531888	0.359695976750036	0.198185857563353	0	0.576563464463569	0.0847594243919033	0.119896584225865	0.0987706197522603	0.625492704701829	0.348206629552245	0	1	0.150257863707069	0.21862979120327	0.203469905202718	0.0925489435025593	0.0534498864608424	0	0.147914998678988	0.0228718527648571	0.0320735629534393	0.0290163235748958
IL24-IL2RG	0.347617207554218	0.100712700737792	0.834660947539199	0.537825856471543	0.184728203473597	0.629819558263078	0.910167934600742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.372120133623886	0.10145088747089	0.886732939142219	0.57184872865655	0.184557061506372	0.646150901154123	1	0.16584246361466	0.0467587206657997	0.3365403433981	0.264410288090796	0.0837483004939687	0.278176520489854	0.334162127639169	0.351172251302449	0.100037948739941	0.794441357435517	0.558430349571336	0.180785250974713	0.617676079117572	0.838238133311986	0.347198378681363	0.102608374961174	0.766420718075282	0.551936998251367	0.183880388729997	0.605489936954168	0.798762921728415
CXCL5-CCR6	0	0	0	0	0	0	0	0.679871073362617	0	0.41309093320594	0.453672821260082	0.630596001085616	0.485115451370762	0.214534833295762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.663941852184884	0.670606283504296	0.865283763489025	0.755775968395834	0.354524643871554	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL23-XCR1	0.0388186874321732	0.0362357347265872	0.030496019686871	0.025094750357668	0.0366094277880542	0	0	0.344378218996163	0.348195366371424	0.209247176973435	0.228280327423798	0.330827944128427	0	0	1	0.94266569363214	0.700141728949448	0.64602144441201	0.92544560752066	0	0	0.279182709900759	0.24523048100189	0.21766654146761	0.179261956555873	0.24572886297269	0	0	0.142832812475197	0.12975022411458	0.0948337372870938	0.0951507506140397	0.128005433275067	0	0	0.552049882538018	0.50668279468928	0.408614204737649	0.366799525691052	0.504360748550101	0	0	0.0733861607015464	0.0698767243277411	0.0530026032226884	0.0487447231941851	0.0689750535638017	0	0
EFNA1-INSR	0.0739954089733265	0.676564807853598	0.024124482941682	0.0450231918869222	0.579410938446432	0.0290586326679729	0.0217695340643231	0.0169276044508323	0.167645236533265	0.00426845159084971	0.0105613098969341	0.135018050613293	0.00581033565131407	0.00341118998261419	0	0	0	0	0	0	0	0.0251876213589925	0.216711267102909	0.00814969284089449	0.0152221586011022	0.184070685365935	0.00947967538254929	0.00760550545460238	0.112385806697023	1	0.0309668672014483	0.070466900739597	0.836260731659136	0.0408593751544251	0.0254446832235549	0	0	0	0	0	0	0	0.0398052938859323	0.371250980228523	0.0119309436335959	0.0248853497232133	0.310633674661806	0.0150461573620611	0.0102897574446899
IFNL1-IL2RA	0.128175857037784	0.0800430608988668	0.0815015901356311	0.326987053027907	0.0782483045939357	0.079845617108524	0.0298253493754743	0.0129160806302245	0.00800841535033753	0.00509608959117237	0.0375612676036719	0.00715620587574791	0.00593105973295754	0	0.185785464179298	0.117630967692192	0.105372566616849	0.471824201842134	0.111691766484845	0.106883437071013	0.0377777129858013	0.0477271603715918	0.0273151020096412	0.0295100198835079	0.123422421331516	0.0264245745467008	0.0277954738239088	0.0101867617904079	0.0538619127379262	0.0321125573441398	0.0280728196212397	0.144077989583205	0.0305584416006031	0.0303415178584965	0.00814786424696203	0.252372399357061	0.155843545429241	0.151902752601949	0.657789854927999	0.150117554941483	0.153462478056479	0.0550595106929325	0.384634293330994	0.247051916024485	0.226370718130586	1	0.236018834107231	0.232408690630439	0.0818164436802301
IL17D-IL7R	0.0379269347571978	0.00585082448565816	0.0372935466811927	0.141742149761198	0.00645871160509767	0.153851897943358	0.00490538333594028	0.0230486368353629	0.00385128499323926	0.0175288250711442	0.0883257418465485	0.00399813826939441	0.0817213773246737	0.00204190954006183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.256112350339144	0.0403015725739484	0.231524622509155	0.983452073285349	0.0434664782895177	1	0.0291055407389496
JAG2-NOTCH1	0.0669069727239578	0.144583927445968	0.0726998044747452	0.0890568361778889	0.13747939379184	0.0402677673277395	0.159402535868266	0.0202131948119301	0.0716646361615549	0.00954622941138523	0.0342733555381703	0.0611311581110666	0	0.0370381372920097	0.333328123566287	0.614975563857343	0.311248626120087	0.411517842584525	0.571802562482186	0.217288401048855	0.566267654337935	0.499133081658769	0.842201765424372	0.524544260405321	0.608301754194378	0.800994455983394	0.345889830770488	1	0.0202556785993488	0.0606176510210842	0.0139766905020677	0.0346844456616872	0.0545584752467565	0.00226829112985791	0.0463457951132066	0.135935180374758	0.259737478398198	0.134943034904989	0.178535849600819	0.243931629343126	0.0879539093457391	0.260482965952014	0.198215492243977	0.381523206906524	0.191181343057596	0.255992620509737	0.355929165816628	0.131582599488348	0.352740492237509
CGA-TSHR	0.0551094447814821	0	0.0271291178404147	0.0220904709418535	0	0.0293988695683323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.488551647318328	0.398140648674497	0	0.511258457603003	0	0.0171497138076368	0	0.00713508380974267	0.00708399121122639	0	0.00846976432882396	0	0.192368853414277	0	0.0892230814869864	0.0792541670499189	0	0.0996242503994893	0	0	0	0	0	0	0	0
FGF7-KDR	0.185731363497646	1	0	0	0.688118343421789	0	0.0424315491534096	0.066066136865678	0.38528735196804	0	0	0.249328093991578	0	0.0103382873716854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0928943041655307	0.486729582624218	0	0	0.327050860381259	0	0.0163317960943316	0	0	0	0	0	0	0	0.162655008282262	0.893314407656967	0	0	0.600580341916733	0	0.0326505893498332
WNT3A-FZD5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.581543639627927	0.441191425914649	0	0.248162168857793	0.346539742076954	0.313532669825284
IL2-IL27RA	0.266573073747746	0.27750620499113	0.259835776485663	0.272731943272837	0.307823327016329	0.252845993094242	0.198571942321845	0.00522212813639027	0.00658268532663664	0.00258305666452061	0.00574414424432356	0.00708074929367746	0.00339578657940301	0	0.377050080684333	0.396346361730652	0.326990963051479	0.385443887875474	0.426807565118456	0.329350602841141	0.242497745178184	0.930040421378712	0.910217185333265	0.899970079009174	0.944756952550033	1	0.845864103390233	0.714717957650848	0.0240434341788448	0.024405934263833	0.0188471422883882	0.0256341846973544	0.026832219909522	0.0204688111042462	0.0115457204179871	0.799460804419129	0.817776736561227	0.734135384623542	0.840566317863651	0.892528219836775	0.73652291863004	0.544933069211769	0.0122784661493116	0.0133647499773738	0.0104380500148099	0.013181328220424	0.0149070452993081	0.0107474381078818	0.00621099134208499
PDGFA-KIT	0.0439887233309458	0.236027984251404	0	0	0.16273161219125	0.019374096164412	0.0100357946453501	0.0110210580538008	0.0640525636027121	0	0	0.04153060669388	0.00424266461900598	0.00172226408327382	0.0945323359392757	0.51222881578206	0	0	0.343170354324465	0.038380311008601	0.0186403478534126	0.198056068508512	1	0	0	0.683808164037792	0.0835995917845003	0.0463761966932833	0.0480786105125957	0.251048685273514	0	0	0.169017159648248	0.0196038718383474	0.00844118733016509	0.105728955031015	0.557798946856101	0	0	0.378909395035092	0.0452063816851254	0.0219903076724404	0.00742717256313816	0.0406506785597966	0	0	0.0273829269784917	0.0031486034897715	0.00148886001469839
IL13-IL6ST	0.879229128393415	0.852873156804803	0.858371346157011	0.942462766379595	1	0.785313005220894	0.218084285800067	0	0	0	0	0	0	0	0.833911521584921	0.816890469808935	0.7255657407547	0.893278764154991	0.930714994662205	0.686607752954409	0.17877446811141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.765876648197979	0.730470726831181	0.704473721554095	0.843780282482278	0.843854605399622	0.664087436907261	0.173184129595904	0.445595850669194	0.440905647394806	0.399940147486608	0.490766240233099	0.505085446648301	0.383085950671319	0.0971143455006908
WNT7A-FZD4	0.3913975957694	0.221594182597843	0	0	0.0972628780523652	0	0.139657259587835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.532757911562122	0	0	0.231923374402961	0	0.366219891313789	0.129426686496947	0.0713095897409656	0	0	0.0305633614439826	0	0.0355394266567429	0.595067217474676	0.331259114955071	0	0	0.143253701625966	0	0.193570131572411	0	0	0	0	0	0	0
CX3CL1-CCR5	0.198995740502653	0.186288653876854	0.253617488129525	0.160840984970661	0.181356892763229	0.198161998814427	0.0901151945765251	0.0921404248670317	0.0934294777503983	0.0908253846980704	0.0763649254400508	0.085537176892809	0.0801977387754639	0.0285805446787084	0	0	0	0	0	0	0	0.409595457954181	0.360817391601424	0.518073518931689	0.328825626559839	0.348386226143927	0.390901768705766	0.190373258492033	0.928393343971215	0.845782209931632	1	0.773262874307057	0.804026986807649	0.855891011293455	0.323539630111428	0	0	0	0	0	0	0	0.182254699815003	0.174037768331995	0.213547687569485	0.151357200950447	0.165536895741759	0.174690663705417	0.0725191866234769
